-1	6	6	56	-1	21	26	14.71142132	28.53411168	-15.77030457	2
-1	0	2	6	-1	26	23	14.71142132	28.53411168	-15.77030457	2
1	8	4	64	-1	21	26	14.71142132	28.53411168	-15.77030457	2
1	3	6	63	-1	38	22	14.71142132	28.53411168	-15.77030457	2
-1	3	7	61	-1	31	30	14.71142132	28.53411168	-15.77030457	2
1	4	8	58	-1	28	30	14.71142132	28.53411168	-15.77030457	2
1	1	9	59	-1	31	23	14.71142132	28.53411168	-15.77030457	2
-1	3	4	18	-1	42	39	14.71142132	28.53411168	-15.77030457	2
1	0	3	61	-1	37	32	14.71142132	28.53411168	-15.77030457	2
-1	3	4	60	-1	17	26	14.71142132	28.53411168	-15.77030457	2
1	6	7	34	-1	20	30	14.71142132	28.53411168	-15.77030457	2
-1	4	3	59	-1	32	28	14.71142132	28.53411168	-15.77030457	2
1	1	2	7	-1	3	0	34.57142132	-1.605888325	-21.69030457	3
1	12	10	68	-1	86	14	34.57142132	-1.605888325	-21.69030457	3
1	0	8	45	-1	15	7	34.57142132	-1.605888325	-21.69030457	3
-1	0	4	42	-1	66	35	34.57142132	-1.605888325	-21.69030457	3
-1	3	6	74	-1	64	8	34.57142132	-1.605888325	-21.69030457	3
-1	5	1	31	-1	26	75	34.57142132	-1.605888325	-21.69030457	3
-1	3	2	10	-1	9	51	34.57142132	-1.605888325	-21.69030457	3
1	2	1	40	-1	11	2	34.57142132	-1.605888325	-21.69030457	3
-1	0	1	54	-1	58	20	34.57142132	-1.605888325	-21.69030457	3
1	7	5	35	-1	67	17	34.57142132	-1.605888325	-21.69030457	3
-1	12	8	81	-1	48	36	34.57142132	-1.605888325	-21.69030457	3
-1	13	8	9	-1	13	81	34.57142132	-1.605888325	-21.69030457	3
1	4	9	0	-1	43	14	34.57142132	-1.605888325	-21.69030457	3
-1	6	6	21	-1	7	52	34.57142132	-1.605888325	-21.69030457	3
-1	0	2	0	-1	12	21	34.57142132	-1.605888325	-21.69030457	3
1	8	4	25	-1	57	21	34.57142132	-1.605888325	-21.69030457	3
1	3	6	36	-1	40	63	34.57142132	-1.605888325	-21.69030457	3
-1	3	7	63	-1	24	11	34.57142132	-1.605888325	-21.69030457	3
1	4	8	19	-1	35	20	34.57142132	-1.605888325	-21.69030457	3
1	1	9	52	-1	55	35	34.57142132	-1.605888325	-21.69030457	3
-1	3	4	66	-1	84	64	34.57142132	-1.605888325	-21.69030457	3
1	0	3	13	-1	3	71	34.57142132	-1.605888325	-21.69030457	3
-1	3	4	76	-1	63	21	34.57142132	-1.605888325	-21.69030457	3
1	6	7	18	-1	35	52	34.57142132	-1.605888325	-21.69030457	3
-1	4	3	14	-1	19	52	34.57142132	-1.605888325	-21.69030457	3
1	1	2	0	-1	0	6	1.05142132	6.414111675	-0.140304569	4
1	12	10	91	-1	97	99	1.05142132	6.414111675	-0.140304569	4
1	0	8	84	-1	48	45	1.05142132	6.414111675	-0.140304569	4
-1	0	4	33	-1	13	19	1.05142132	6.414111675	-0.140304569	4
-1	3	6	85	-1	100	98	1.05142132	6.414111675	-0.140304569	4
-1	5	1	54	-1	22	30	1.05142132	6.414111675	-0.140304569	4
-1	3	2	1	-1	0	0	1.05142132	6.414111675	-0.140304569	4
1	2	1	2	-1	22	18	1.05142132	6.414111675	-0.140304569	4
-1	0	1	26	-1	2	0	1.05142132	6.414111675	-0.140304569	4
1	7	5	91	-1	83	85	1.05142132	6.414111675	-0.140304569	4
-1	12	8	83	-1	92	95	1.05142132	6.414111675	-0.140304569	4
-1	13	8	55	-1	12	78	1.05142132	6.414111675	-0.140304569	4
1	4	9	4	-1	28	18	1.05142132	6.414111675	-0.140304569	4
-1	6	6	40	-1	4	3	1.05142132	6.414111675	-0.140304569	4
-1	0	2	0	-1	5	91	1.05142132	6.414111675	-0.140304569	4
1	8	4	80	-1	62	90	1.05142132	6.414111675	-0.140304569	4
1	3	6	50	-1	25	80	1.05142132	6.414111675	-0.140304569	4
-1	3	7	54	-1	17	13	1.05142132	6.414111675	-0.140304569	4
1	4	8	55	-1	0	95	1.05142132	6.414111675	-0.140304569	4
1	1	9	44	-1	23	77	1.05142132	6.414111675	-0.140304569	4
-1	3	4	69	-1	98	100	1.05142132	6.414111675	-0.140304569	4
1	0	3	84	-1	38	67	1.05142132	6.414111675	-0.140304569	4
-1	3	4	90	-1	28	15	1.05142132	6.414111675	-0.140304569	4
1	6	7	37	-1	24	26	1.05142132	6.414111675	-0.140304569	4
-1	4	3	72	-1	3	5	1.05142132	6.414111675	-0.140304569	4
1	1	2	51	-1	12	27	-20.64857868	-13.72588832	-50.00030457	5
1	12	10	85	-1	88	82	-20.64857868	-13.72588832	-50.00030457	5
1	0	8	63	-1	100	100	-20.64857868	-13.72588832	-50.00030457	5
-1	0	4	51	-1	32	50	-20.64857868	-13.72588832	-50.00030457	5
-1	3	6	100	-1	42	71	-20.64857868	-13.72588832	-50.00030457	5
-1	5	1	26	-1	75	74	-20.64857868	-13.72588832	-50.00030457	5
-1	3	2	3	-1	31	31	-20.64857868	-13.72588832	-50.00030457	5
1	2	1	81	-1	51	40	-20.64857868	-13.72588832	-50.00030457	5
-1	0	1	51	-1	0	0	-20.64857868	-13.72588832	-50.00030457	5
1	7	5	92	-1	30	74	-20.64857868	-13.72588832	-50.00030457	5
-1	12	8	84	-1	100	100	-20.64857868	-13.72588832	-50.00030457	5
-1	13	8	77	-1	76	81	-20.64857868	-13.72588832	-50.00030457	5
1	4	9	0	-1	14	19	-20.64857868	-13.72588832	-50.00030457	5
-1	6	6	77	-1	41	68	-20.64857868	-13.72588832	-50.00030457	5
-1	0	2	25	-1	51	51	-20.64857868	-13.72588832	-50.00030457	5
1	8	4	88	-1	0	83	-20.64857868	-13.72588832	-50.00030457	5
1	3	6	41	-1	0	0	-20.64857868	-13.72588832	-50.00030457	5
-1	3	7	70	-1	30	56	-20.64857868	-13.72588832	-50.00030457	5
1	4	8	29	-1	0	0	-20.64857868	-13.72588832	-50.00030457	5
1	1	9	63	-1	100	100	-20.64857868	-13.72588832	-50.00030457	5
-1	3	4	54	-1	42	33	-20.64857868	-13.72588832	-50.00030457	5
1	0	3	72	-1	44	51	-20.64857868	-13.72588832	-50.00030457	5
-1	3	4	100	-1	100	100	-20.64857868	-13.72588832	-50.00030457	5
1	6	7	0	-1	0	51	-20.64857868	-13.72588832	-50.00030457	5
-1	4	3	68	-1	75	79	-20.64857868	-13.72588832	-50.00030457	5
1	1	2	55	-1	42	9	8.51142132	-10.05588832	6.189695431	6
1	12	10	75	-1	58	12	8.51142132	-10.05588832	6.189695431	6
1	0	8	60	-1	64	3	8.51142132	-10.05588832	6.189695431	6
-1	0	4	56	-1	59	3	8.51142132	-10.05588832	6.189695431	6
-1	3	6	85	-1	70	3	8.51142132	-10.05588832	6.189695431	6
-1	5	1	55	-1	41	15	8.51142132	-10.05588832	6.189695431	6
-1	3	2	34	-1	57	20	8.51142132	-10.05588832	6.189695431	6
1	2	1	74	-1	60	1	8.51142132	-10.05588832	6.189695431	6
-1	0	1	41	-1	65	3	8.51142132	-10.05588832	6.189695431	6
1	7	5	85	-1	63	4	8.51142132	-10.05588832	6.189695431	6
-1	12	8	77	-1	36	70	8.51142132	-10.05588832	6.189695431	6
-1	13	8	59	-1	19	57	8.51142132	-10.05588832	6.189695431	6
1	4	9	39	-1	56	11	8.51142132	-10.05588832	6.189695431	6
-1	6	6	85	-1	7	97	8.51142132	-10.05588832	6.189695431	6
-1	0	2	18	-1	58	0	8.51142132	-10.05588832	6.189695431	6
1	8	4	45	-1	66	16	8.51142132	-10.05588832	6.189695431	6
1	3	6	57	-1	63	13	8.51142132	-10.05588832	6.189695431	6
-1	3	7	66	-1	60	5	8.51142132	-10.05588832	6.189695431	6
1	4	8	57	-1	25	2	8.51142132	-10.05588832	6.189695431	6
1	1	9	57	-1	65	24	8.51142132	-10.05588832	6.189695431	6
-1	3	4	59	-1	30	76	8.51142132	-10.05588832	6.189695431	6
1	0	3	53	-1	61	0	8.51142132	-10.05588832	6.189695431	6
-1	3	4	79	-1	62	13	8.51142132	-10.05588832	6.189695431	6
1	6	7	63	-1	61	2	8.51142132	-10.05588832	6.189695431	6
-1	4	3	58	-1	42	6	8.51142132	-10.05588832	6.189695431	6
1	1	2	1	-1	0	80	31.19142132	-32.31588832	-3.100304569	7
1	12	10	28	-1	0	100	31.19142132	-32.31588832	-3.100304569	7
1	0	8	8	-1	0	32	31.19142132	-32.31588832	-3.100304569	7
-1	0	4	3	-1	14	0	31.19142132	-32.31588832	-3.100304569	7
-1	3	6	29	-1	0	14	31.19142132	-32.31588832	-3.100304569	7
-1	5	1	10	-1	0	100	31.19142132	-32.31588832	-3.100304569	7
-1	3	2	0	-1	0	77	31.19142132	-32.31588832	-3.100304569	7
1	2	1	14	-1	7	31	31.19142132	-32.31588832	-3.100304569	7
-1	0	1	15	-1	0	44	31.19142132	-32.31588832	-3.100304569	7
1	7	5	29	-1	6	35	31.19142132	-32.31588832	-3.100304569	7
-1	12	8	23	-1	17	0	31.19142132	-32.31588832	-3.100304569	7
-1	13	8	12	-1	0	51	31.19142132	-32.31588832	-3.100304569	7
1	4	9	0	-1	14	0	31.19142132	-32.31588832	-3.100304569	7
-1	6	6	19	-1	0	100	31.19142132	-32.31588832	-3.100304569	7
-1	0	2	1	-1	18	0	31.19142132	-32.31588832	-3.100304569	7
1	8	4	19	-1	15	0	31.19142132	-32.31588832	-3.100304569	7
1	3	6	6	-1	0	0	31.19142132	-32.31588832	-3.100304569	7
-1	3	7	29	-1	6	8	31.19142132	-32.31588832	-3.100304569	7
1	4	8	8	-1	0	56	31.19142132	-32.31588832	-3.100304569	7
1	1	9	0	-1	0	0	31.19142132	-32.31588832	-3.100304569	7
-1	3	4	17	-1	8	0	31.19142132	-32.31588832	-3.100304569	7
1	0	3	22	-1	0	71	31.19142132	-32.31588832	-3.100304569	7
-1	3	4	27	-1	0	45	31.19142132	-32.31588832	-3.100304569	7
1	6	7	11	-1	32	0	31.19142132	-32.31588832	-3.100304569	7
-1	4	3	23	-1	30	0	31.19142132	-32.31588832	-3.100304569	7
1	1	2	1	-1	16	0	59.21142132	-53.30588832	100.8396954	8
1	12	10	8	-1	2	89	59.21142132	-53.30588832	100.8396954	8
1	0	8	9	-1	55	85	59.21142132	-53.30588832	100.8396954	8
-1	0	4	1	-1	62	0	59.21142132	-53.30588832	100.8396954	8
-1	3	6	76	-1	18	0	59.21142132	-53.30588832	100.8396954	8
-1	5	1	19	-1	30	0	59.21142132	-53.30588832	100.8396954	8
-1	3	2	2	-1	26	10	59.21142132	-53.30588832	100.8396954	8
1	2	1	15	-1	10	0	59.21142132	-53.30588832	100.8396954	8
-1	0	1	5	-1	32	0	59.21142132	-53.30588832	100.8396954	8
1	7	5	51	-1	62	0	59.21142132	-53.30588832	100.8396954	8
-1	12	8	56	-1	3	96	59.21142132	-53.30588832	100.8396954	8
-1	13	8	61	-1	5	72	59.21142132	-53.30588832	100.8396954	8
1	4	9	8	-1	19	0	59.21142132	-53.30588832	100.8396954	8
-1	6	6	45	-1	34	6	59.21142132	-53.30588832	100.8396954	8
-1	0	2	0	-1	24	0	59.21142132	-53.30588832	100.8396954	8
1	8	4	54	-1	57	0	59.21142132	-53.30588832	100.8396954	8
1	3	6	8	-1	0	100	59.21142132	-53.30588832	100.8396954	8
-1	3	7	57	-1	15	0	59.21142132	-53.30588832	100.8396954	8
1	4	8	39	-1	18	1	59.21142132	-53.30588832	100.8396954	8
1	1	9	2	-1	0	100	59.21142132	-53.30588832	100.8396954	8
-1	3	4	29	-1	20	0	59.21142132	-53.30588832	100.8396954	8
1	0	3	15	-1	22	0	59.21142132	-53.30588832	100.8396954	8
-1	3	4	48	-1	0	100	59.21142132	-53.30588832	100.8396954	8
1	6	7	59	-1	3	0	59.21142132	-53.30588832	100.8396954	8
-1	4	3	67	-1	28	0	59.21142132	-53.30588832	100.8396954	8
1	1	2	14	-1	22	0	2.04142132	-7.235888325	24.07969543	9
1	12	10	59	-1	33	0	2.04142132	-7.235888325	24.07969543	9
1	0	8	33	-1	51	1	2.04142132	-7.235888325	24.07969543	9
-1	0	4	14	-1	23	0	2.04142132	-7.235888325	24.07969543	9
-1	3	6	43	-1	27	1	2.04142132	-7.235888325	24.07969543	9
-1	5	1	39	-1	23	0	2.04142132	-7.235888325	24.07969543	9
-1	3	2	9	-1	25	1	2.04142132	-7.235888325	24.07969543	9
1	2	1	21	-1	16	8	2.04142132	-7.235888325	24.07969543	9
-1	0	1	8	-1	29	0	2.04142132	-7.235888325	24.07969543	9
1	7	5	19	-1	22	0	2.04142132	-7.235888325	24.07969543	9
-1	12	8	61	-1	59	0	2.04142132	-7.235888325	24.07969543	9
-1	13	8	47	-1	55	0	2.04142132	-7.235888325	24.07969543	9
1	4	9	14	-1	31	0	2.04142132	-7.235888325	24.07969543	9
-1	6	6	45	-1	12	11	2.04142132	-7.235888325	24.07969543	9
-1	0	2	5	-1	59	0	2.04142132	-7.235888325	24.07969543	9
1	8	4	19	-1	33	0	2.04142132	-7.235888325	24.07969543	9
1	3	6	24	-1	24	0	2.04142132	-7.235888325	24.07969543	9
-1	3	7	17	-1	54	1	2.04142132	-7.235888325	24.07969543	9
1	4	8	26	-1	59	0	2.04142132	-7.235888325	24.07969543	9
1	1	9	17	-1	21	0	2.04142132	-7.235888325	24.07969543	9
-1	3	4	6	-1	22	22	2.04142132	-7.235888325	24.07969543	9
1	0	3	35	-1	29	0	2.04142132	-7.235888325	24.07969543	9
-1	3	4	51	-1	32	0	2.04142132	-7.235888325	24.07969543	9
1	6	7	41	-1	26	1	2.04142132	-7.235888325	24.07969543	9
-1	4	3	12	-1	33	3	2.04142132	-7.235888325	24.07969543	9
1	1	2	39	-1	0	100	-50.63857868	19.65411168	37.73969543	10
1	12	10	62	-1	67	42	-50.63857868	19.65411168	37.73969543	10
1	0	8	31	-1	21	74	-50.63857868	19.65411168	37.73969543	10
-1	0	4	21	-1	45	22	-50.63857868	19.65411168	37.73969543	10
-1	3	6	88	-1	95	24	-50.63857868	19.65411168	37.73969543	10
-1	5	1	46	-1	72	41	-50.63857868	19.65411168	37.73969543	10
-1	3	2	1	-1	0	100	-50.63857868	19.65411168	37.73969543	10
1	2	1	63	-1	0	100	-50.63857868	19.65411168	37.73969543	10
-1	0	1	4	-1	20	65	-50.63857868	19.65411168	37.73969543	10
1	7	5	48	-1	0	100	-50.63857868	19.65411168	37.73969543	10
-1	12	8	96	-1	100	44	-50.63857868	19.65411168	37.73969543	10
-1	13	8	46	-1	85	59	-50.63857868	19.65411168	37.73969543	10
1	4	9	5	-1	4	90	-50.63857868	19.65411168	37.73969543	10
-1	6	6	43	-1	2	93	-50.63857868	19.65411168	37.73969543	10
-1	0	2	0	-1	15	66	-50.63857868	19.65411168	37.73969543	10
1	8	4	69	-1	24	51	-50.63857868	19.65411168	37.73969543	10
1	3	6	42	-1	67	40	-50.63857868	19.65411168	37.73969543	10
-1	3	7	61	-1	45	59	-50.63857868	19.65411168	37.73969543	10
1	4	8	20	-1	68	41	-50.63857868	19.65411168	37.73969543	10
1	1	9	65	-1	0	100	-50.63857868	19.65411168	37.73969543	10
-1	3	4	39	-1	0	100	-50.63857868	19.65411168	37.73969543	10
1	0	3	41	-1	17	84	-50.63857868	19.65411168	37.73969543	10
-1	3	4	81	-1	78	43	-50.63857868	19.65411168	37.73969543	10
1	6	7	13	-1	60	42	-50.63857868	19.65411168	37.73969543	10
-1	4	3	69	-1	12	63	-50.63857868	19.65411168	37.73969543	10
1	1	2	63	-1	65	24	-69.36857868	82.76411168	-51.98030457	11
1	12	10	79	-1	85	35	-69.36857868	82.76411168	-51.98030457	11
1	0	8	67	-1	34	85	-69.36857868	82.76411168	-51.98030457	11
-1	0	4	38	-1	51	81	-69.36857868	82.76411168	-51.98030457	11
-1	3	6	77	-1	59	82	-69.36857868	82.76411168	-51.98030457	11
-1	5	1	40	-1	17	3	-69.36857868	82.76411168	-51.98030457	11
-1	3	2	19	-1	65	26	-69.36857868	82.76411168	-51.98030457	11
1	2	1	66	-1	81	23	-69.36857868	82.76411168	-51.98030457	11
-1	0	1	26	-1	55	85	-69.36857868	82.76411168	-51.98030457	11
1	7	5	51	-1	16	85	-69.36857868	82.76411168	-51.98030457	11
-1	12	8	71	-1	23	88	-69.36857868	82.76411168	-51.98030457	11
-1	13	8	76	-1	74	27	-69.36857868	82.76411168	-51.98030457	11
1	4	9	35	-1	51	31	-69.36857868	82.76411168	-51.98030457	11
-1	6	6	57	-1	11	51	-69.36857868	82.76411168	-51.98030457	11
-1	0	2	8	-1	17	52	-69.36857868	82.76411168	-51.98030457	11
1	8	4	45	-1	68	31	-69.36857868	82.76411168	-51.98030457	11
1	3	6	46	-1	39	66	-69.36857868	82.76411168	-51.98030457	11
-1	3	7	56	-1	67	40	-69.36857868	82.76411168	-51.98030457	11
1	4	8	51	-1	65	35	-69.36857868	82.76411168	-51.98030457	11
1	1	9	29	-1	75	59	-69.36857868	82.76411168	-51.98030457	11
-1	3	4	61	-1	57	29	-69.36857868	82.76411168	-51.98030457	11
1	0	3	51	-1	3	74	-69.36857868	82.76411168	-51.98030457	11
-1	3	4	76	-1	65	92	-69.36857868	82.76411168	-51.98030457	11
1	6	7	35	-1	34	55	-69.36857868	82.76411168	-51.98030457	11
-1	4	3	51	-1	33	77	-69.36857868	82.76411168	-51.98030457	11
1	1	2	0	-1	62	60	-9.22857868	6.274111675	-21.13030457	12
1	12	10	63	-1	63	79	-9.22857868	6.274111675	-21.13030457	12
1	0	8	34	-1	71	80	-9.22857868	6.274111675	-21.13030457	12
-1	0	4	0	-1	68	75	-9.22857868	6.274111675	-21.13030457	12
-1	3	6	42	-1	77	100	-9.22857868	6.274111675	-21.13030457	12
-1	5	1	1	-1	43	41	-9.22857868	6.274111675	-21.13030457	12
-1	3	2	0	-1	0	0	-9.22857868	6.274111675	-21.13030457	12
1	2	1	55	-1	61	83	-9.22857868	6.274111675	-21.13030457	12
-1	0	1	3	-1	70	74	-9.22857868	6.274111675	-21.13030457	12
1	7	5	33	-1	51	89	-9.22857868	6.274111675	-21.13030457	12
-1	12	8	35	-1	36	40	-9.22857868	6.274111675	-21.13030457	12
-1	13	8	62	-1	85	99	-9.22857868	6.274111675	-21.13030457	12
1	4	9	0	-1	42	59	-9.22857868	6.274111675	-21.13030457	12
-1	6	6	33	-1	0	12	-9.22857868	6.274111675	-21.13030457	12
-1	0	2	0	-1	60	64	-9.22857868	6.274111675	-21.13030457	12
1	8	4	22	-1	75	78	-9.22857868	6.274111675	-21.13030457	12
1	3	6	22	-1	61	42	-9.22857868	6.274111675	-21.13030457	12
-1	3	7	19	-1	56	85	-9.22857868	6.274111675	-21.13030457	12
1	4	8	28	-1	78	83	-9.22857868	6.274111675	-21.13030457	12
1	1	9	51	-1	34	83	-9.22857868	6.274111675	-21.13030457	12
-1	3	4	9	-1	20	9	-9.22857868	6.274111675	-21.13030457	12
1	0	3	2	-1	66	96	-9.22857868	6.274111675	-21.13030457	12
-1	3	4	18	-1	35	81	-9.22857868	6.274111675	-21.13030457	12
1	6	7	15	-1	63	75	-9.22857868	6.274111675	-21.13030457	12
-1	4	3	37	-1	51	94	-9.22857868	6.274111675	-21.13030457	12
1	1	2	23	-1	7	0	1.48142132	-22.87588832	18.86969543	13
1	12	10	82	-1	9	0	1.48142132	-22.87588832	18.86969543	13
1	0	8	57	-1	8	0	1.48142132	-22.87588832	18.86969543	13
-1	0	4	8	-1	8	0	1.48142132	-22.87588832	18.86969543	13
-1	3	6	51	-1	0	0	1.48142132	-22.87588832	18.86969543	13
-1	5	1	16	-1	11	0	1.48142132	-22.87588832	18.86969543	13
-1	3	2	0	-1	15	0	1.48142132	-22.87588832	18.86969543	13
1	2	1	4	-1	7	0	1.48142132	-22.87588832	18.86969543	13
-1	0	1	17	-1	5	0	1.48142132	-22.87588832	18.86969543	13
1	7	5	6	-1	9	0	1.48142132	-22.87588832	18.86969543	13
-1	12	8	81	-1	66	9	1.48142132	-22.87588832	18.86969543	13
-1	13	8	79	-1	0	0	1.48142132	-22.87588832	18.86969543	13
1	4	9	0	-1	5	0	1.48142132	-22.87588832	18.86969543	13
-1	6	6	58	-1	9	0	1.48142132	-22.87588832	18.86969543	13
-1	0	2	0	-1	9	0	1.48142132	-22.87588832	18.86969543	13
1	8	4	78	-1	8	0	1.48142132	-22.87588832	18.86969543	13
1	3	6	6	-1	8	0	1.48142132	-22.87588832	18.86969543	13
-1	3	7	27	-1	7	0	1.48142132	-22.87588832	18.86969543	13
1	4	8	51	-1	7	0	1.48142132	-22.87588832	18.86969543	13
1	1	9	13	-1	11	0	1.48142132	-22.87588832	18.86969543	13
-1	3	4	26	-1	6	0	1.48142132	-22.87588832	18.86969543	13
1	0	3	18	-1	4	0	1.48142132	-22.87588832	18.86969543	13
-1	3	4	68	-1	4	0	1.48142132	-22.87588832	18.86969543	13
1	6	7	13	-1	4	7	1.48142132	-22.87588832	18.86969543	13
-1	4	3	43	-1	11	0	1.48142132	-22.87588832	18.86969543	13
1	1	2	2	-1	5	13	17.39142132	-6.255888325	48.16969543	14
1	12	10	55	-1	35	17	17.39142132	-6.255888325	48.16969543	14
1	0	8	44	-1	39	9	17.39142132	-6.255888325	48.16969543	14
-1	0	4	25	-1	31	25	17.39142132	-6.255888325	48.16969543	14
-1	3	6	57	-1	45	19	17.39142132	-6.255888325	48.16969543	14
-1	5	1	38	-1	20	14	17.39142132	-6.255888325	48.16969543	14
-1	3	2	1	-1	33	41	17.39142132	-6.255888325	48.16969543	14
1	2	1	13	-1	4	11	17.39142132	-6.255888325	48.16969543	14
-1	0	1	29	-1	43	15	17.39142132	-6.255888325	48.16969543	14
1	7	5	45	-1	28	25	17.39142132	-6.255888325	48.16969543	14
-1	12	8	72	-1	47	29	17.39142132	-6.255888325	48.16969543	14
-1	13	8	75	-1	14	15	17.39142132	-6.255888325	48.16969543	14
1	4	9	12	-1	13	10	17.39142132	-6.255888325	48.16969543	14
-1	6	6	37	-1	34	22	17.39142132	-6.255888325	48.16969543	14
-1	0	2	0	-1	28	12	17.39142132	-6.255888325	48.16969543	14
1	8	4	10	-1	25	15	17.39142132	-6.255888325	48.16969543	14
1	3	6	9	-1	36	27	17.39142132	-6.255888325	48.16969543	14
-1	3	7	33	-1	39	25	17.39142132	-6.255888325	48.16969543	14
1	4	8	43	-1	20	25	17.39142132	-6.255888325	48.16969543	14
1	1	9	11	-1	18	29	17.39142132	-6.255888325	48.16969543	14
-1	3	4	12	-1	39	24	17.39142132	-6.255888325	48.16969543	14
1	0	3	5	-1	31	16	17.39142132	-6.255888325	48.16969543	14
-1	3	4	14	-1	39	27	17.39142132	-6.255888325	48.16969543	14
1	6	7	14	-1	29	22	17.39142132	-6.255888325	48.16969543	14
-1	4	3	54	-1	45	37	17.39142132	-6.255888325	48.16969543	14
1	1	2	14	-1	12	7	-20.77857868	-36.96588832	38.43969543	15
1	12	10	52	-1	38	12	-20.77857868	-36.96588832	38.43969543	15
1	0	8	47	-1	15	8	-20.77857868	-36.96588832	38.43969543	15
-1	0	4	23	-1	38	4	-20.77857868	-36.96588832	38.43969543	15
-1	3	6	53	-1	30	0	-20.77857868	-36.96588832	38.43969543	15
-1	5	1	53	-1	14	7	-20.77857868	-36.96588832	38.43969543	15
-1	3	2	27	-1	16	7	-20.77857868	-36.96588832	38.43969543	15
1	2	1	47	-1	14	7	-20.77857868	-36.96588832	38.43969543	15
-1	0	1	37	-1	23	10	-20.77857868	-36.96588832	38.43969543	15
1	7	5	53	-1	28	4	-20.77857868	-36.96588832	38.43969543	15
-1	12	8	55	-1	36	7	-20.77857868	-36.96588832	38.43969543	15
-1	13	8	67	-1	12	0	-20.77857868	-36.96588832	38.43969543	15
1	4	9	12	-1	7	5	-20.77857868	-36.96588832	38.43969543	15
-1	6	6	60	-1	14	7	-20.77857868	-36.96588832	38.43969543	15
-1	0	2	5	-1	12	8	-20.77857868	-36.96588832	38.43969543	15
1	8	4	60	-1	18	7	-20.77857868	-36.96588832	38.43969543	15
1	3	6	48	-1	15	4	-20.77857868	-36.96588832	38.43969543	15
-1	3	7	41	-1	6	6	-20.77857868	-36.96588832	38.43969543	15
1	4	8	23	-1	16	34	-20.77857868	-36.96588832	38.43969543	15
1	1	9	22	-1	23	9	-20.77857868	-36.96588832	38.43969543	15
-1	3	4	40	-1	20	6	-20.77857868	-36.96588832	38.43969543	15
1	0	3	22	-1	15	1	-20.77857868	-36.96588832	38.43969543	15
-1	3	4	48	-1	39	5	-20.77857868	-36.96588832	38.43969543	15
1	6	7	31	-1	10	4	-20.77857868	-36.96588832	38.43969543	15
-1	4	3	47	-1	18	6	-20.77857868	-36.96588832	38.43969543	15
1	1	2	17	-1	21	77	-36.97857868	-19.63588832	84.77969543	16
1	12	10	80	-1	100	100	-36.97857868	-19.63588832	84.77969543	16
