17	-1	36.333333	2	5	1
17	-1	20	3.333333	3	1
17	1	20	3.333333	2.333333	1
17	-1	39.666667	6.666667	5.333333	1
17	-1	19	4.333333	5.666667	1
17	1	30.666667	3	5.333333	1
17	1	14	0.333333	5	1
17	-1	42.333333	4.666667	3.666667	1
18	1	43.666667	5	4.666667	1
18	1	39.666667	1.666667	6	1
18	-1	48	2	5	1
18	-1	21	3	1.5	1
18	1	36.666667	3.333333	2.333333	1
18	-1	37	6	5.5	1
18	-1	31.5	6.5	4.5	1
18	1	29	3	5	1
18	1	33	0.333333	5	1
18	-1	50	4.666667	3.666667	1
19	1	43.333333	5	4.666667	1
19	1	60	1.666667	6	1
19	-1	56.333333	2	5	1
19	-1	28.666667	3.333333	3	1
19	1	48.5	1	1.5	1
19	-1	55.333333	6.666667	5.333333	1
19	-1	34	4.333333	5.666667	1
19	1	56.333333	3	5.333333	1
19	1	40	0.333333	5	1
19	-1	46	4.666667	3.666667	1
20	1	33	5	4.666667	-1
20	1	30	1.666667	6	-1
20	-1	35	2	5	-1
20	-1	14.666667	3.333333	3	-1
20	1	22.666667	3.333333	2.333333	-1
20	-1	22.333333	6.666667	5.333333	-1
20	-1	19.666667	4.333333	5.666667	-1
20	1	33.333333	3	5.333333	-1
20	1	21.333333	0.333333	5	-1
20	-1	32	4.666667	3.666667	-1
21	1	42.333333	5	4.666667	-1
21	1	50.666667	1.666667	6	-1
21	-1	41.666667	2	5	-1
21	-1	16.666667	3.333333	3	-1
21	1	38.333333	3.333333	2.333333	-1
21	-1	44.333333	6.666667	5.333333	-1
21	-1	19.666667	4.333333	5.666667	-1
21	1	30.666667	3	5.333333	-1
21	1	20.666667	0.333333	5	-1
21	-1	54.333333	4.666667	3.666667	-1
22	1	69.666667	5	4.666667	1
22	1	39	1.666667	6	1
22	-1	51	2	5	1
22	-1	28.333333	3.333333	3	1
22	1	50.666667	3.333333	2.333333	1
22	-1	39	6.666667	5.333333	1
22	-1	30.333333	4.333333	5.666667	1
22	1	52	3	5.333333	1
22	1	37.333333	0.333333	5	1
22	-1	53	4.666667	3.666667	1
23	1	27.666667	5	4.666667	-1
23	1	30.333333	1.666667	6	-1
23	-1	31.666667	2	5	-1
23	-1	8	3.333333	3	-1
23	1	30.333333	3.333333	2.333333	-1
23	-1	38	6.666667	5.333333	-1
23	-1	15.333333	4.333333	5.666667	-1
23	1	26.666667	3	5.333333	-1
23	1	27.333333	0.333333	5	-1
23	-1	35.333333	4.666667	3.666667	-1
24	1	26	5	4.666667	-1
24	1	47.333333	1.666667	6	-1
24	-1	79	2.5	7	-1
24	-1	40.666667	3.333333	3	-1
24	1	28	3.333333	2.333333	-1
24	-1	34.666667	6.666667	5.333333	-1
24	-1	14.333333	4.333333	5.666667	-1
24	1	23.333333	3	5.333333	-1
24	1	25.333333	0.333333	5	-1
24	-1	44.666667	4.666667	3.666667	-1
26	1	42.333333	5	4.666667	-1
26	1	50	1.666667	6	-1
26	-1	56.666667	2	5	-1
26	-1	9	3.333333	3	-1
26	1	49	3.333333	2.333333	-1
26	-1	56	6.666667	5.333333	-1
26	-1	29.666667	4.333333	5.666667	-1
26	1	40.333333	3	5.333333	-1
26	1	29.666667	0.333333	5	-1
26	-1	52	4.666667	3.666667	-1
45	1	44.333333	5	4.666667	-1
45	1	61	1.666667	6	-1
45	-1	45.666667	2	5	-1
45	-1	23	3.333333	3	-1
45	1	30.666667	3.333333	2.333333	-1
45	-1	45	6	5.5	-1
45	-1	38.333333	4.333333	5.666667	-1
45	1	37.333333	3	5.333333	-1
45	1	21.333333	0.333333	5	-1
45	-1	37	4.666667	3.666667	-1
46	1	38.666667	5	4.666667	1
46	1	51.333333	1.666667	6	1
46	-1	42.333333	2	5	1
46	-1	25	3.333333	3	1
46	1	19	3.333333	2.333333	1
46	-1	59.666667	6.666667	5.333333	1
46	-1	31.333333	4.333333	5.666667	1
46	1	49.666667	3	5.333333	1
46	1	38.333333	0.333333	5	1
46	-1	40.333333	4.666667	3.666667	1
47	1	69.333333	5	4.666667	1
47	1	58.666667	1.666667	6	1
47	-1	63.666667	2	5	1
47	-1	34.333333	3.333333	3	1
47	1	60.666667	3.333333	2.333333	1
47	-1	65.666667	6.666667	5.333333	1
47	-1	43.333333	4.333333	5.666667	1
47	1	56	3	5.333333	1
47	1	35	0	3	1
47	-1	61.666667	4.666667	3.666667	1
48	1	50.666667	5	4.666667	-1
48	1	38.333333	1.666667	6	-1
48	-1	54.333333	2	5	-1
48	-1	32.333333	3.333333	3	-1
48	1	42.333333	3.333333	2.333333	-1
48	-1	50.333333	6.666667	5.333333	-1
48	-1	47.666667	4.333333	5.666667	-1
48	1	55	3	5.333333	-1
48	1	46.333333	0.333333	5	-1
48	-1	56.666667	4.666667	3.666667	-1
49	1	45.333333	5	4.666667	-1
49	1	50	1.666667	6	-1
49	-1	47.666667	2	5	-1
49	-1	31	3.333333	3	-1
49	1	33	3.333333	2.333333	-1
49	-1	41	6.666667	5.333333	-1
49	-1	30.666667	4.333333	5.666667	-1
49	1	29.666667	3	5.333333	-1
49	1	32.666667	0.333333	5	-1
49	-1	76	7	4.5	-1
50	1	47	5	4.666667	1
50	1	42.666667	1.666667	6	1
50	-1	53	2	5	1
50	-1	15.333333	3.333333	3	1
50	1	49.333333	3.333333	2.333333	1
50	-1	56.333333	6.666667	5.333333	1
50	-1	35.333333	4.333333	5.666667	1
50	1	56.333333	3	5.333333	1
50	1	21.666667	0.333333	5	1
50	-1	47.666667	4.666667	3.666667	1
51	1	29.666667	5	4.666667	1
51	1	30.666667	1.666667	6	1
51	-1	53.666667	2	5	1
51	-1	22.333333	3.333333	3	1
51	1	26	4	3	1
51	-1	38	6.666667	5.333333	1
51	-1	16.666667	4.333333	5.666667	1
51	1	28	3	5.333333	1
51	1	15.333333	0.333333	5	1
51	-1	33.333333	4.666667	3.666667	1
52	1	50.666667	5	4.666667	-1
52	1	28.666667	1.666667	6	-1
52	-1	35.666667	2	5	-1
52	-1	9.333333	3.333333	3	-1
52	1	14.333333	3.333333	2.333333	-1
52	-1	33.333333	6.666667	5.333333	-1
52	-1	9.333333	4.333333	5.666667	-1
52	1	15	3	5.333333	-1
52	1	30	0.333333	5	-1
52	-1	44.333333	4.666667	3.666667	-1
53	1	35.333333	5	4.666667	1
53	1	36.333333	1.666667	6	1
53	-1	60.333333	2	5	1
53	-1	28.666667	3.333333	3	1
53	1	25.666667	3.333333	2.333333	1
53	-1	58.333333	6.666667	5.333333	1
53	-1	35.333333	4.333333	5.666667	1
53	1	39.333333	3	5.333333	1
53	1	14	0.333333	5	1
53	-1	36	4.666667	3.666667	1
54	1	19.666667	5	4.666667	-1
54	1	36.333333	1.666667	6	-1
54	-1	21.666667	2	5	-1
54	-1	26.666667	3.333333	3	-1
54	1	31.666667	3.333333	2.333333	-1
54	-1	31.5	6	5.5	-1
54	-1	24	4.333333	5.666667	-1
54	1	37.333333	3	5.333333	-1
54	1	16.666667	0.333333	5	-1
54	-1	13	4.666667	3.666667	-1
55	1	40.333333	5	4.666667	-1
55	1	43	1.666667	6	-1
55	-1	56.666667	2	5	-1
55	-1	46.333333	3.333333	3	-1
55	1	46.666667	3.333333	2.333333	-1
55	-1	49.333333	6.666667	5.333333	-1
55	-1	37	4.333333	5.666667	-1
55	1	57	3	5.333333	-1
55	1	28.333333	0.333333	5	-1
55	-1	43	4.666667	3.666667	-1
56	1	33	1.5	2	-1
56	1	41.666667	1.666667	6	-1
56	-1	53.5	2.5	7	-1
56	-1	16.666667	3.333333	3	-1
56	1	24	3.333333	2.333333	-1
56	-1	42	6	5.5	-1
56	-1	9	4.333333	5.666667	-1
56	1	31.333333	3	5.333333	-1
56	1	47.333333	0.333333	5	-1
56	-1	48	4.666667	3.666667	-1
57	1	51	5	4.666667	-1
57	1	61	1.666667	6	-1
57	-1	48	2	5	-1
57	-1	21.666667	3.333333	3	-1
57	1	47.333333	3.333333	2.333333	-1
57	-1	81	6.666667	5.333333	-1
57	-1	45	4.333333	5.666667	-1
57	1	44.333333	3	5.333333	-1
57	1	36.333333	0.333333	5	-1
57	-1	43	4.666667	3.666667	-1
58	1	33.333333	5	4.666667	-1
58	1	21.666667	1.666667	6	-1
58	-1	22.666667	2	5	-1
58	-1	15.666667	3.333333	3	-1
58	1	37	3.333333	2.333333	-1
58	-1	26.666667	6.666667	5.333333	-1
58	-1	19	4.333333	5.666667	-1
58	1	12.666667	3	5.333333	-1
58	1	30.666667	0.333333	5	-1
58	-1	24.333333	4.666667	3.666667	-1
59	1	50	5	4.666667	1
59	1	65.5	2.5	5	1
59	-1	45.666667	2	5	1
59	-1	34	3.333333	3	1
59	1	66	3.333333	2.333333	1
59	-1	77.333333	6.666667	5.333333	1
59	-1	59	4.333333	5.666667	1
59	1	57.333333	3	5.333333	1
59	1	59.666667	0.333333	5	1
59	-1	73.333333	4.666667	3.666667	1
60	1	22.333333	5	4.666667	-1
60	1	39.333333	1.666667	6	-1
60	-1	39.666667	2	5	-1
60	-1	11.333333	3.333333	3	-1
60	1	31	3.333333	2.333333	-1
60	-1	34	6.666667	5.333333	-1
60	-1	20.333333	4.333333	5.666667	-1
60	1	28.333333	3	5.333333	-1
60	1	15.333333	0.333333	5	-1
60	-1	39.666667	4.666667	3.666667	-1
61	1	45.666667	5	4.666667	-1
61	1	64.333333	1.666667	6	-1
61	-1	43.666667	2	5	-1
61	-1	22.333333	3.333333	3	-1
61	1	43.333333	3.333333	2.333333	-1
61	-1	83.666667	6.666667	5.333333	-1
61	-1	42.666667	4.333333	5.666667	-1
61	1	64.333333	3	5.333333	-1
61	1	61.666667	0.333333	5	-1
61	-1	71.333333	4.666667	3.666667	-1
62	1	33.666667	5	4.666667	-1
62	1	40.666667	1.666667	6	-1
62	-1	38	2	5	-1
62	-1	21	3.333333	3	-1
62	1	38	3.333333	2.333333	-1
62	-1	36	6.666667	5.333333	-1
62	-1	21.666667	4.333333	5.666667	-1
62	1	45	3	5.333333	-1
62	1	23	0.333333	5	-1
62	-1	32	4.666667	3.666667	-1
63	1	47.333333	5	4.666667	1
63	1	41	1.666667	6	1
63	-1	39	2	5	1
63	-1	21	3.333333	3	1
63	1	34.666667	3.333333	2.333333	1
63	-1	61.666667	6.666667	5.333333	1
63	-1	33.333333	4.333333	5.666667	1
63	1	40.666667	3	5.333333	1
63	1	26	0.333333	5	1
63	-1	49.333333	4.666667	3.666667	1
64	1	37.333333	5	4.666667	1
64	1	38.666667	1.666667	6	1
64	-1	42.666667	2	5	1
64	-1	28.333333	3.333333	3	1
64	1	45.333333	3.333333	2.333333	1
64	-1	42	6.666667	5.333333	1
64	-1	26.666667	4.333333	5.666667	1
64	1	42.333333	3	5.333333	1
64	1	19	0.333333	5	1
64	-1	38	4.666667	3.666667	1
65	1	31	5	4.666667	1
65	1	34	1.666667	6	1
65	-1	53.666667	2	5	1
65	-1	18.333333	3.333333	3	1
65	1	43.666667	3.333333	2.333333	1
65	-1	54.666667	6.666667	5.333333	1
65	-1	33	4.333333	5.666667	1
65	1	49	3	5.333333	1
65	1	19	0.333333	5	1
65	-1	59	4.666667	3.666667	1
66	1	22.666667	5	4.666667	-1
66	1	36	1.666667	6	-1
66	-1	35.333333	2	5	-1
66	-1	24	3.333333	3	-1
66	1	54	3.333333	2.333333	-1
66	-1	34	6.666667	5.333333	-1
66	-1	28.666667	4.333333	5.666667	-1
66	1	47.333333	3	5.333333	-1
66	1	30.333333	0.333333	5	-1
66	-1	42	4.666667	3.666667	-1
67	1	19.333333	5	4.666667	1
67	1	22.666667	1.666667	6	1
67	-1	23	2	5	1
67	-1	13	3.333333	3	1
67	1	22	3.333333	2.333333	1
67	-1	21.333333	6.666667	5.333333	1
67	-1	10.333333	4.333333	5.666667	1
67	1	12.666667	3	5.333333	1
67	1	16.333333	0.333333	5	1
67	-1	15.666667	4.666667	3.666667	1
68	1	48	5	4.666667	-1
68	1	44.333333	1.666667	6	-1
68	-1	40.333333	2	5	-1
68	-1	17	3.333333	3	-1
68	1	45	3.333333	2.333333	-1
68	-1	58.666667	6.666667	5.333333	-1
68	-1	31.333333	4.333333	5.666667	-1
68	1	41.666667	3	5.333333	-1
68	1	30	0.333333	5	-1
68	-1	49.333333	4.666667	3.666667	-1
69	1	35.666667	5	4.666667	-1
69	1	29.333333	1.666667	6	-1
69	-1	38.666667	2	5	-1
69	-1	10	3.333333	3	-1
69	1	48.666667	3.333333	2.333333	-1
69	-1	34.333333	6.666667	5.333333	-1
69	-1	16.666667	4.333333	5.666667	-1
69	1	29.666667	3	5.333333	-1
69	1	21	0.333333	5	-1
69	-1	39	4.666667	3.666667	-1
70	1	35.333333	5	4.666667	-1
70	1	42	1.666667	6	-1
70	-1	51.666667	2	5	-1
70	-1	9	3.333333	3	-1
70	1	40.333333	3.333333	2.333333	-1
70	-1	45.666667	6.666667	5.333333	-1
70	-1	29	4.333333	5.666667	-1
70	1	34	3	5.333333	-1
70	1	23.333333	0.333333	5	-1
70	-1	37	4.666667	3.666667	-1
71	1	30.333333	5	4.666667	-1
71	1	48.666667	1.666667	6	-1
71	-1	31.666667	2	5	-1
71	-1	18.333333	3.333333	3	-1
71	1	26.666667	3.333333	2.333333	-1
71	-1	27.333333	6.666667	5.333333	-1
71	-1	20	4.333333	5.666667	-1
71	1	46.333333	3	5.333333	-1
71	1	0	0.333333	5	-1
71	-1	36	5.5	3.5	-1
1004	1	48.666667	5	4.666667	1
1004	1	53.333333	1.666667	6	1
1004	-1	51	2	5	1
1004	-1	10.5	3	1.5	1
1004	1	41.666667	3.333333	2.333333	1
1004	-1	60.666667	6.666667	5.333333	1
1004	-1	48.666667	4.333333	5.666667	1
1004	1	43	3	5	1
1004	1	46.333333	0.333333	5	1
1004	-1	65	4.666667	3.666667	1
1006	1	43.333333	5	4.666667	1
1006	1	53.666667	1.666667	6	1
1006	-1	39.666667	2	5	1
1006	-1	3.333333	3.333333	3	1
1006	1	15	3.333333	2.333333	1
1006	-1	52.333333	6.666667	5.333333	1
1006	-1	24	4.333333	5.666667	1
1006	1	28	3	5.333333	1
1006	1	2	0.333333	5	1
1006	-1	33.666667	4.666667	3.666667	1
